Artist,Release Title,Year,ID,Format,Resource URL,Stats,Thumb
Charo And The Salsoul Orchestra,Cuchi-Cuchi,1977,27575280,"8, -, T, r, k, ,,  , A, l, b, u, m, ,,  , B, r, o",https://api.discogs.com/releases/27575280,"{'community': {'in_wantlist': 6, 'in_collection': 0}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/-od2BDZ9Arzr6AyqMYKgDdjOGqEQiRsy7Hem1oFRTcI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3NTc1/MjgwLTE2ODg0NjE2/NTgtMTAwNi5qcGVn.jpeg
Joe Bataan,Afrofilipino,1975,11618150,"8, -, T, r, k, ,,  , A, l, b, u, m",https://api.discogs.com/releases/11618150,"{'community': {'in_wantlist': 59, 'in_collection': 2}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/zkNxm8kp8lK4B6b1vQG5L52elVxd6P1g7QTEuj6oITE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjE4/MTUwLTE1MTk1MDUz/NDItMzc2Ni5qcGVn.jpeg
Nina Simone,Little Girl Blue,1981,8667991,"L, P, ,,  , A, l, b, u, m, ,,  , R, E",https://api.discogs.com/releases/8667991,"{'community': {'in_wantlist': 214, 'in_collection': 41}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/UHEEm6MYqV6E2V02ccTQy5auo3kDD4m59R26_P1qkZU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg2Njc5/OTEtMTUzOTA1MTkx/Mi0zNDE1LmpwZWc.jpeg
Nina Simone,Little Girl Blue,1981,14543670,"L, P, ,,  , A, l, b, u, m, ,,  , R, E",https://api.discogs.com/releases/14543670,"{'community': {'in_wantlist': 145, 'in_collection': 17}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/lTHmJooI1KdExNDaOLKwWb45RnC44rO8ERh3nel85h8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTQz/NjcwLTE2ODc1NjA5/NTUtNzYxMC5qcGVn.jpeg
Jakky Boy & The Bad Bunch,I've Been Watching You,1983,9984032,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/9984032,"{'community': {'in_wantlist': 53, 'in_collection': 9}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/mUwO3KrfDj6MlTks8FRxhEqyTkIv8F5jdjPgZc1YxuE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk5ODQw/MzItMTU0NTA1Mjg4/My02Nzc5LmpwZWc.jpeg
Weeks & Co.,Weeks & Co.,1983,2723674,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/2723674,"{'community': {'in_wantlist': 134, 'in_collection': 11}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/92IeIZnNQIADbmPDDE_PdQr3NZaXhsPKJ7dPDP4ktwQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI3MjM2/NzQtMTU5MDU2MjQx/NS0zMzg1LmpwZWc.jpeg
Vaughan Mason And Butch Dayo,Feel My Love,1983,1166831,"L, P, ,,  , M, i, n, i, A, l, b, u, m",https://api.discogs.com/releases/1166831,"{'community': {'in_wantlist': 509, 'in_collection': 39}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/xEj5SMSQsgIO_mTlwt-nV3A0PU4mixEAeEGWxltrSbI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNjY4/MzEtMTE5NzczNzkw/NC5qcGVn.jpeg
The Strangers,The Strangers,1983,5367783,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/5367783,"{'community': {'in_wantlist': 139, 'in_collection': 21}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/vITO2QvH6h8qGL0dONUhXChVHE5Lf8S0-Y9zjkrU5ak/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUzNjc3/ODMtMTM5MTYzNDQ2/MC03NDczLmpwZWc.jpeg
Skyy,Skyylight,1983,2282545,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/2282545,"{'community': {'in_wantlist': 68, 'in_collection': 16}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/tUfzXauMwQR8GmCmaS4bDgEIgHkbsyfn0BseoY8L0P4/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyODI1/NDUtMTQ2OTE3Mzg1/My02NTU1LmpwZWc.jpeg
Instant Funk,Kinky,1983,9087509,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/9087509,"{'community': {'in_wantlist': 41, 'in_collection': 27}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/8hPc8AN3elShjls7FccX46MQrfmEbcPQ8AupiH1F_UQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwODc1/MDktMTQ5Mjg5Mjg4/Ni00MTYzLmpwZWc.jpeg
Libre,Los Lideres De La Salsa,1979,2078102,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/2078102,"{'community': {'in_wantlist': 58, 'in_collection': 59}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/wkok94iUaOOCJqbFii5QgGamnGlA4Qd8W-GZl6dIK2o/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIwNzgx/MDItMTM2OTc2MDAy/My0xOTQ2LmpwZWc.jpeg
Claudja Barry,Claudja,1978,539797,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/539797,"{'community': {'in_wantlist': 181, 'in_collection': 510}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/d33jqJU17Sv3jnhH26UwNQJSqjMZBdZ2K6c73-A4gaw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUzOTc5/Ny0xNjgxMzIyNjIx/LTYxMTYuanBlZw.jpeg
Claudja Barry,Claudja,1978,3119031,"L, P, ,,  , A, l, b, u, m, ,,  , P, r, o, m, o",https://api.discogs.com/releases/3119031,"{'community': {'in_wantlist': 75, 'in_collection': 68}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/nm_h41UGIF4okIIkM-cphUt-o2ILOt8OvuWzwOO-3So/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMTkw/MzEtMTMxNzk2NzMw/NS5qcGVn.jpeg
Claudja Barry,Claudja,1978,7187587,"L, P, ,,  , A, d, v, a, n, c, e, ,,  , A, l, b, u, m, ,,  , P, r, o, m, o",https://api.discogs.com/releases/7187587,"{'community': {'in_wantlist': 49, 'in_collection': 6}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/PTAPNp3XyT3zNRb9v_iwXo25RW7e3kSb0XxiiF3m2sw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcxODc1/ODctMTQzNTY4Nzc4/Ny05NjI4LmpwZWc.jpeg
Aurra,Checking You Out / A Little Love,1982,1485961,"1, 2, """,https://api.discogs.com/releases/1485961,"{'community': {'in_wantlist': 94, 'in_collection': 30}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/k3WRcxr3t0M64S59tNkWnqqwrzdime1aq0Bs5EVm8fw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0ODU5/NjEtMTI2MjIzNzM1/OC5qcGVn.jpeg
The Salsoul Orchestra,Up The Yellow Brick Road,1978,985651,"L, P, ,,  , A, l, b, u, m, ,,  , T, e, r",https://api.discogs.com/releases/985651,"{'community': {'in_wantlist': 121, 'in_collection': 862}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/oMdeL7TBSKwtyDUPqIg0rk2ZgWvDyC3zWIwQVM_jtLY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk4NTY1/MS0xMjI2MDcxMzY3/LmpwZWc.jpeg
The Salsoul Orchestra,Up The Yellow Brick Road,1978,2880662,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/2880662,"{'community': {'in_wantlist': 36, 'in_collection': 14}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/nEBJ8cFsCD9GbPI0qi8iBXrNNXmgMctG2VQey2kgqYc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI4ODA2/NjItMTMwNTQzNDg2/MS5qcGVn.jpeg
The Salsoul Orchestra,Up The Yellow Brick Road,1978,3655331,"L, P, ,,  , A, l, b, u, m, ,,  , P, r, o, m, o",https://api.discogs.com/releases/3655331,"{'community': {'in_wantlist': 45, 'in_collection': 69}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/hSDYxunyeHr2rfcTk93KHzeMWwAarWOhJa6l8AZKpJs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM2NTUz/MzEtMTMzOTEwOTU2/OC0zMjczLmpwZWc.jpeg
The Salsoul Orchestra,Up The Yellow Brick Road,1978,4476451,"L, P, ,,  , A, l, b, u, m",https://api.discogs.com/releases/4476451,"{'community': {'in_wantlist': 36, 'in_collection': 95}, 'user': {'in_wantlist': 0, 'in_collection': 0}}",https://i.discogs.com/BH21Qg6vBGO_XstVakHX7h3o-gynmU6NL8TXbzD84ss/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0NzY0/NTEtMTM2NTk1Njc4/OC02OTUxLmpwZWc.jpeg
